"date","Pa","Rn","Tavg","Tmax","Tmin","U2","q","PET"
1979-01-01,101.5,-4.01626661419868,-11.5897354125976,-3.14999999999998,-16.8500122070312,0.742322994035157,0.00149249998503365,-0.0104704671610016
1979-01-02,100.88,15.3724052608013,-6.67424621582029,-1.35001220703123,-11.0499938964844,1.2336090690492,0.00199100005556829,0.301418445041671
1979-01-03,100.47,13.8799157217145,-4.7659973144531,1.64998779296877,-9.14999999999998,1.12484560285987,0.0021857499377802,0.366204710324585
1979-01-04,100.8375,3.56477022916079,-3.71375885009763,4.64998779296877,-9.04999389648435,1.32303326724069,0.00228100002277642,0.312446040311365
1979-01-05,100.2075,35.2616467550397,-3.06849517822263,0.450006103515648,-8.7500061035156,2.18770447872327,0.00268650002544746,0.629910799857416
1979-01-06,100.065,-5.39981221407652,-0.909246826171852,9.35000000000002,-6.14999999999998,2.26989458324406,0.0018302499956917,0.8874776400776
1979-01-07,99.4675,13.835198611021,-1.76450195312498,3.05001220703127,-5.04999389648435,1.45270663172513,0.00269274995662272,0.481771851042415
1979-01-08,100.905,26.9405172355473,-2.93575134277341,3.7499938964844,-5.7500061035156,2.13395638084096,0.00248450000071898,0.646845602969241
1979-01-09,100.9575,29.1433326900005,-2.93599548339841,-0.750006103515602,-5.14999999999998,2.26924057220099,0.00225574994692579,0.819206011249314
1979-01-10,102.42,11.5647867210209,-8.45749511718748,-0.750006103515602,-12.4499877929687,2.3539761579206,0.00103950001357589,0.742699159128654
1979-01-11,102.03,8.75346041470766,-11.6037353515625,-7.85001220703123,-14.2500061035156,0.898456188159616,0.00106725000659935,0.290515255180347
1979-01-12,101.56,-5.33741126954556,-9.43575897216795,-5.2500061035156,-11.8500122070312,2.09411963263712,0.00126999999338295,0.315623375774077
1979-01-13,101.9025,-12.9320704042912,-9.42174377441404,-3.04999389648435,-13.7500061035156,2.57784161821243,0.000693000009050593,0.712845990384815
1979-01-14,101.6825,-6.54162536561489,-10.1182388305664,-4.44998779296873,-13.15,2.80871998484113,0.00073050000355579,0.721442352303425
1979-01-15,101.175,2.66702466458082,-8.87974395751951,-2.44998779296873,-12.8500122070312,1.52147931651632,0.00104725001438055,0.502735158933735
1979-01-16,100.85,7.59659009426832,-6.74225463867185,-1.94998779296873,-12.5499938964844,2.30426964398147,0.00137625000206754,0.658393966148203
1979-01-17,101.645,-14.1391599848866,-8.61250152587888,-0.449987792968727,-14.15,3.21469886417981,0.00072974999784492,0.871221599387489
1979-01-18,101.4725,4.12722863256931,-10.3107437133789,-4.44998779296873,-13.7500061035156,1.74129973612972,0.000841750006657094,0.556433973511499
