date,U2,Rn,Pa,q,Tair,PET
2018-02-03,1.55234334657086,-48.604793548584,95.95015234375,0.000400903765694238,-23.374708557129,-0.0712960567611299
2018-02-04,2.06335217592322,-50.940330505371,96.038896484375,0.000376115480321459,-24.045179748535,-0.0591901297247451
2018-02-05,1.10931087174327,-41.919120788574,95.43619921875,0.000373565118934494,-23.78032913208,-0.0518448469497747
2018-02-06,1.20194687519093,-43.367206573487,95.359228515625,0.00041482706728857,-23.412138366699,-0.0710226602060294
2018-02-07,1.33482304917766,-29.975955963135,93.709330078125,0.000494339132274035,-21.886270904541,-0.0202416989946742
2018-02-08,1.51709667549424,-43.512500762939,94.01728515625,0.000482968876895029,-22.097090148926,-0.0736303517330412
2018-02-09,2.63297171268777,-40.198818206787,94.4919375,0.000325841541780392,-24.239836120605,0.0397937509363448
2018-02-10,2.74659882225043,-28.181789398194,94.2101875,0.000297897964628646,-25.109957122803,0.0868563808878318
2018-02-11,2.89935970089009,-33.612365722657,94.04842578125,0.00040288272430189,-22.429560089111,0.0755122741187861
2018-02-12,2.25786378297117,-39.147777557373,93.879466796875,0.000488100755319465,-21.082140350342,0.00155688121147762
2018-02-13,2.43614439997971,-38.909873962403,93.867328125,0.000606219924520701,-19.39658203125,-0.0143432793960141
2018-02-14,1.69243766364565,-37.703506469726,94.166400390625,0.000629199363174848,-18.935087585449,-0.0417038572679838
2018-02-15,2.30751819956661,-42.887500762939,94.4063828125,0.000488397949084174,-20.880491638184,-0.00867808690654226
2018-02-16,2.61494020130998,-37.314395904541,94.620369140625,0.000412123066780623,-22.498449707031,0.0352701352031884
2018-02-17,1.9784588493678,-32.148265838623,94.84987890625,0.000479387686937116,-21.079775238037,0.0266319145313696
2018-02-18,1.98976757724014,-38.284015655518,94.80032421875,0.000515195148182102,-20.679792785645,-0.0141284255975877
2018-02-19,2.05827366040666,-39.871063232422,94.729798828125,0.00045278861944098,-21.496088409424,-0.000368334789132008
2018-02-20,1.62525348697407,-35.654048919677,94.388939453125,0.000497585540870205,-20.745359802246,-0.00805772378586581
2018-02-21,1.36378359970302,-34.40412902832,94.174259765625,0.000499897476402111,-20.935949707031,-0.0202539581064496
2018-02-22,1.33158901708476,-36.068752288819,94.497783203125,0.000476183915452566,-21.573484802246,-0.031776879050331
2018-02-23,1.38277004911337,-34.053066253662,95.31801171875,0.000450316263595596,-21.624941253662,-0.00749968294494818
2018-02-24,0.0983456096586514,-29.214618682861,95.414005859375,0.000482378774904646,-20.939012908936,-0.0469936181166278
2018-02-25,1.14500038912545,-26.726081848144,95.571125,0.000496166670927778,-20.856424713135,0.00907393368049636
2018-02-26,1.07049562431096,-24.776054382325,95.67951171875,0.000557725943508558,-20.176000976562,0.000291232164412056
2018-02-27,1.17513860236775,-19.713947296142,95.1419140625,0.000634781608823687,-18.856424713135,0.0309629507287862
2018-02-28,1.63071142592686,-15.057769775391,94.44198046875,0.000707196420989931,-18.003302001953,0.0711267934951972
2018-03-01,1.01773662833065,-25.184314727783,93.843646484375,0.000622684383415617,-18.246363067627,0.0192715130124979
2018-03-02,1.13925047883118,-27.497356414795,93.773328125,0.000536346429726109,-19.252874755859,0.0284631285733664
2018-03-03,1.22074507145965,-21.752700805664,94.22429296875,0.000477379020594526,-19.802198791504,0.078882675372752
2018-03-04,1.91252001796308,-27.803295135498,94.844494140625,0.000497052984428592,-20.267950439453,0.0599866722918532
2018-03-05,2.03195457893017,-29.657752990723,95.399259765625,0.000470656610559672,-20.902532958984,0.0520495732943141
2018-03-06,1.69311734077444,-26.762905120849,95.71543359375,0.000477435867651366,-20.551786804199,0.0552944910000812
2018-03-07,1.41690315702303,-24.304134368897,95.716669921875,0.000509125195094384,-20.062899017334,0.0491364655627716
2018-03-08,0.87978943724001,-22.429920196534,95.58403515625,0.000540580149390735,-18.890783691406,0.0458263209897467
2018-03-09,0.328971037052681,-20.220645904541,95.1627421875,0.000565596710657701,-18.071562194824,0.0323520731817534
2018-03-10,1.48668727050723,-14.157524108886,94.852306640625,0.000709127576556057,-16.395674133301,0.135298997920555
2018-03-11,1.33565075298793,11.892917633057,93.73985546875,0.00121245659829583,-12.411505126953,0.272634562105012
2018-03-12,1.50366272261538,-13.930259704589,93.706384765625,0.00141785270534456,-10.071653747559,0.106879399344329
2018-03-13,1.7188973918098,-21.094326019287,94.659484375,0.000982575031230226,-12.854193115234,0.123470667929438
2018-03-14,1.43829371288898,-25.334003448487,95.5683046875,0.000668234715703875,-15.633207702637,0.11129928153951
2018-03-15,1.79433743557661,-17.76778793335,95.17312109375,0.00070559122832492,-16.234362030029,0.14162574777403
2018-03-16,1.80153648470296,-1.02390289306703,94.307640625,0.00107154189026915,-12.869451904297,0.238835796173026
2018-03-17,2.03566398465562,-3.56183624267601,94.006830078125,0.00155330874258652,-8.63195648193397,0.280440270619319
2018-03-18,2.31371743063194,-19.924812316894,95.739990234375,0.000725798803614453,-14.138052368164,0.268863490405641
2018-03-19,1.4101195948155,-3.571830749512,95.99666796875,0.000882551015820354,-13.209661865234,0.264503857170696
2018-03-20,2.27687402433486,8.46746063232405,95.034123046875,0.0017384534003213,-7.311285400391,0.431786565496735
2018-03-21,0.407377310849553,28.575225830078,93.981935546875,0.00254690577276051,-3.03374328613296,0.570933202193444
